Pays,site,local,feu,sexe,age,direct,typet,paspiet,nbpers,legalx,localcl,trarverp,feux,nbv,centre,comm,fpiet,nbvcl,
Canada,Berry,NA,clignotant,Homme,1,5,1,1,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,clignotant,Homme,1,5,1,1,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,clignotant,Homme,1,5,1,0,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,rouge,Homme,2,1,2,0,1,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,rouge,Homme,1,1,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,rouge,Homme,1,5,1,1,1,1.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,tout
Canada,Berry,NA,vert,Femme,2,8,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,5,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Femme,1,5,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,1,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Femme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Femme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Femme,1,5,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Femme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Homme,1,1,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,vert,Femme,1,6,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,tout
Canada,Berry,NA,vert,Femme,1,5,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Trottoir,vert,Homme,1,5,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,3,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Homme,1,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Homme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,5,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,5,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,4,1,1,2,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,feux
Canada,Berry,Trottoir,vert,Femme,1,4,1,1,2,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,feux
Canada,Berry,Trottoir,vert,Femme,1,6,1,1,2,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,feux
Canada,Berry,Trottoir,vert,Homme,1,3,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Trottoir,vert,Femme,1,3,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,feux
Canada,Berry,Chaussée,vert,Homme,1,5,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,3,4,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,1,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Femme,1,7,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,1,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,1,2,0,2,1.00,1.00,1.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,3,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Femme,1,1,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,2,1,1,0,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,4,1,1,2,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,tout
Canada,Berry,Chaussée,vert,Femme,1,3,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,7,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,1,1,1,1,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Femme,1,7,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Femme,1,3,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Homme,1,3,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Femme,1,1,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,vert,Femme,1,1,1,1,2,1.00,1.00,0.00,0.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,clignotant,Homme,1,5,1,1,1,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,clignotant,Homme,1,1,1,1,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,clignotant,Femme,1,7,1,1,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,clignotant,Homme,1,7,1,1,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,rouge,Homme,1,7,1,1,1,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,rouge,Homme,1,5,1,1,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,rouge,Homme,1,2,1,0,2,1.00,9.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,Chaussée,rouge,Femme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,1.00,2.00,tout
Canada,Berry,NA,,Femme,1,1,2,0,1,,9.00,1.00,,2.00,1.00,1.00,1.00,2.00,ERR_tout
Canada,Berry,NA,,Homme,1,4,1,1,2,,9.00,0.00,,0.00,1.00,1.00,1.00,1.00,ERR_tout
Canada,Papineau,NA,vert,Homme,1,7,2,0,2,1.00,9.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,2,5,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,0,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,2,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,5,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,0,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,2,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,6,4,1,1,1.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,3,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,5,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,6,2,0,1,1.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,2,4,1,1,1.00,9.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,2,2,0,1,1.00,9.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,0,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,2,7,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,3,1,0,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,2,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,2,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,4,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,5,1,0,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,2,0,1,1.00,9.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,7,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,2,1,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,4,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,6,2,0,1,1.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,8,1,0,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,3,1,0,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,5,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,0,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,0,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,3,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,2,1,0,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,13,1,0,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,2,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,4,2,0,1,1.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,2,2,0,1,1.00,9.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,5,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,2,2,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,2,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,5,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,2,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,4,2,0,2,1.00,9.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,4,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Homme,1,6,1,1,1,1.00,9.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,1,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,8,1,1,1,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,2,2,0,1,1.00,9.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,3,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Femme,1,2,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,NA,vert,Homme,1,7,1,1,2,1.00,9.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Trottoir,vert,Homme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,3,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,3,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,4,1,1,2,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,1,4,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,3,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,2,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,7,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,2,4,0,1,0.00,0.00,1.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,2,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,3,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,2,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,3,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,7,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,4,2,0,2,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,5,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,3,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,2,7,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,2,8,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,2,5,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,1,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,5,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,3,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,1,1,1,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,5,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,8,1,0,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,1,1,0,2,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
Canada,Papineau,Trottoir,vert,Homme,1,4,1,1,2,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,feux
Canada,Papineau,Trottoir,vert,Femme,1,8,1,1,1,0.00,0.00,0.00,0.00,2.00,1.00,1.00,0.00,2.00,feux
