Pays,site,local,feu,sexe,age,direct,typet,paspiet,nbpers,legalx,localcl,trarverp,feux,nbv,centre,comm,fpiet,nbvcl,
Canada,Papineau,Chaussée,rouge,Homme,1,3,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,1,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,4,2,0,1,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,2,2,0,1,1.00,1.00,1.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,1,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,3,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,3,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,1,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,5,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,2,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,1,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,2,2,0,2,1.00,1.00,1.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Femme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Femme,1,7,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,1,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,5,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Femme,1,3,1,0,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Homme,1,3,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Chaussée,rouge,Femme,1,5,1,1,2,1.00,1.00,0.00,1.00,2.00,1.00,1.00,0.00,2.00,tout
Canada,Papineau,Trottoir,,Homme,1,5,1,1,2,,0.00,0.00,,2.00,1.00,1.00,0.00,2.00,ERR_tout
Canada,Papineau,Trottoir,,Homme,1,8,1,1,1,,0.00,0.00,,2.00,1.00,1.00,0.00,2.00,ERR_tout
Canada,Papineau,Chaussée,,Homme,1,10,1,0,1,,1.00,0.00,,0.00,1.00,1.00,0.00,1.00,ERR_tout
