"Carrefour","Réponses","Seul","2 personnes","3-5 personnes","6 personnes et plus","Vert","Clignotant","Rouge","Oui","Non","Trottoir","Chaussée","Terre-plein/refuge/2 temps","Piste cyclable","Ne s'applique pas","Homme","Femme","15-19 ans","20-34 ans","35-64 ans","65 ans et plus","Schéma","Oui","Non","Ligne droite","Diagonale","Autres (préciser)","Trottoir","Terre-plein","Autres",0,"1-5 personnes","Plus de 5 personnes","Plus de 20 personnes","Mouvement tête avant","Mouvement tête pendant","Course (accélaration)","Hésitation","Aucune attention","Dispositif visuel (journal…)","Dispositif auditif (tél, casque…)",,
"LeR",838,1,,,,,,1,,1,,1,,,,,1,,1,,,"LeR1",1,,,1,,,,1,,1,,,1,,,,1,,,,
"LeR",839,,,1,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",840,,,,1,1,,,,1,,1,,,,1,,1,,,,"LeR1",,1,,1,,,,1,1,,,,1,,,,1,,,,
"LeR",841,,,1,,,,1,,1,,1,,,,,1,,,1,,"LeR5",,1,,1,,,,1,1,,,,1,,,,1,,,,
"LeR",842,,,,1,,,1,,1,,1,,,,1,,1,,,,"LeR1",,1,,1,,1,,,1,,,,1,,,,1,,,,
"LeR",843,,,1,,,,1,,1,,1,,,,1,,1,,,,"LeR5",,1,,1,,,,1,1,,,,,1,1,,1,,,,
"LeR",844,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LeR",845,1,,,,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,1,,,,,,,1,,,,
"LeR",846,1,,,,1,,,1,,1,,,,,,1,1,,,,"LeR1",1,,1,,,1,,,,,1,,1,,,,1,,1,,"T"
"LeR",847,1,,,,1,,,1,,1,,,,,1,,1,,,,"LeR1",1,,1,,,1,,,,,1,,,,,,1,,1,,"T"
"LeR",848,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,,1,,,,1,1,,,,1,1,,,,,,,
"LeR",849,1,,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LeR",850,1,,,,,,1,,1,,1,,,,,1,1,,,,"LeR5",,1,,1,,1,,,,1,,,1,1,,,,,,,
"LeR",851,,1,,,1,,,1,,1,,,,,1,,,1,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LeR",852,,,1,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"LeR",853,1,,,,1,,,1,,1,,,,,,1,,,,1,"LeR1",1,,1,,,1,,,,,1,,1,,,,1,,,,
"LeR",854,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,1,,,,1,,1,,,,,
"LeR",855,1,,,,1,,,1,,1,,,,,1,,1,,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LeR",856,,1,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",,1,1,,,1,,,,1,,,1,,,,1,,,,
"LeR",857,1,,,,1,,,1,,,1,,,,1,,,,,1,"LeR5",1,,1,,,,,1,,,1,,,,,,1,,,,
"LeR",858,1,,,,1,,,1,,,1,,,,,1,,1,,,"LeR5",1,,1,,,,,1,1,,,,1,1,,,,,,,
"LeR",859,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,,1,,1,,,,1,,,,,,,1,,,,
"LeR",860,1,,,,,,1,1,,1,,,,,,1,,,,1,"LeR1",1,,,1,,1,,,,,1,,1,1,,1,,,1,,"T"
"LeR",861,1,,,,,,1,,1,1,,,,,1,,1,,,,"LeR5",,1,1,,,1,,,,1,,,1,1,,,,,,,
"LeR",862,1,,,,1,,,1,,1,,,,,,1,,,1,,"LeR1",1,,,1,,1,,,,1,,,1,,,,1,,,,
"LeR",863,1,,,,1,,,1,,1,,,,,1,,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",864,1,,,,1,,,1,,1,,,,,,1,,,,1,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",865,,1,,,1,,,1,,1,,,,,1,,,,1,,"LeR5",1,,1,,,1,,,1,,,,,,1,,1,,,,
"LeR",866,,,,1,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",867,,1,,,1,,,1,,1,,,,,,1,,,1,,"LeR1",1,,,1,,1,,,1,,,,,,,1,,,,,
"LeR",868,,,1,,1,,,1,,1,,,,,,1,1,,,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",869,,1,,,1,,,1,,,1,,,,1,,1,,,,"LeR1",1,,,1,,,,1,1,,,,,,,1,,,,,
"LeR",870,,1,,,1,,,1,,1,,,,,1,,,,,1,"LeR1",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",871,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,,,,1,,,,,
"LeR",872,,1,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",873,1,,,,1,,,1,,1,,,,,1,,,1,,,"LeR5",1,,1,,,,,1,1,,,,1,1,,,,,,,
"LeR",874,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,1,,,,,1,,,,,,
"LeR",875,1,,,,1,,,1,,,1,,,,,1,,,,1,"LeR5",1,,1,,,1,,,,1,,,1,1,1,,,,,,
"LeR",876,,1,,,1,,,1,,1,,,,,1,,,,1,,"LeR1",,1,,1,,1,,,1,,,,,,,,1,,,,
"LeR",877,,1,,,1,,,1,,1,,,,,,1,,,,1,"LeR1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"LeR",878,,1,,,1,,,1,,1,,,,,,1,,,,1,"LeR1",,1,,1,,,,1,1,,,,1,,,,1,,,,
"LeR",879,1,,,,,,1,,1,,1,,,,,1,,1,,,"LeR1",,1,,1,,,,1,,,1,,1,,,,1,,,,
"LeR",880,1,,,,1,,,1,,1,,,,,1,,1,,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,1,,,,1
"LeR",881,1,,,,1,,,1,,,1,,,,,1,,1,,,"LeR5",1,,1,,,1,,,,,1,,1,,,,,,1,,
"LeR",882,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,,,,,,,,
"LeR",883,,1,,,,1,,,1,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",884,,,1,,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",885,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",886,,,1,,1,,,,1,1,,,,,,1,,1,,,"LeR1",,1,1,,,,,1,1,,,,,,,,1,,,,
"LeR",887,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LeR",888,,,1,,1,,,1,,1,,,,,1,,,1,,,"LeR5",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",889,1,,,,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,,1,,,,,,1,,,,
"LeR",890,1,,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LeR",891,,1,,,,,1,,1,1,,,,,,1,,,,1,"LeR5",,1,1,,,,,1,1,,,,,,,,1,,,,
"LeR",892,,,1,,1,,,1,,1,,,,,,1,1,,,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,1,,
"LeR",893,,1,,,1,,,1,,1,,,,,,1,1,,,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",894,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,,1,,1,,,,1,,,,,,,1,,,,
"LeR",895,,1,,,,,1,,1,,1,,,,1,,,,,1,"LeR5",,1,,1,,1,,,1,,,,1,,,,1,,,,
"LeR",896,,1,,,1,,,1,,,1,,,,,1,,,,1,"LeR5",1,,,1,,1,,,1,,,,,,,,1,,,,
"LeR",897,1,,,,1,,,1,,1,,,,,1,,,,,1,"LeR1",1,,1,,,1,,,,,1,,1,,,,1,,,,
"LeR",898,1,,,,1,,,1,,1,,,,,,1,1,,,,"LeR1",1,,1,,,1,,,,,1,,1,,,,,,,,
"LeR",899,,1,,,1,,,1,,1,,,,,,1,,,1,,"LeR5",,1,1,,,1,,,,1,,,1,1,,,,,1,,
"LeR",900,1,,,,,,1,,1,,1,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,,,,,1,,,
"LeR",901,,1,,,1,,,1,,,1,,,,1,,,1,,,"LeR5",,1,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",902,1,,,,1,,,1,,1,,,,,1,,1,,,,"LeR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LeR",903,1,,,,,,1,,1,1,,,,,,1,1,,,,"LeR5",,1,,1,,1,,,,,1,,1,,,,1,,,,
"LeR",904,1,,,,,,1,,1,,1,,,,1,,,1,,,"LeR1",,1,,1,,1,,,,,1,,1,,,,1,,,,
"LeR",905,1,,,,,,1,,1,,1,,,,1,,,1,,,"LeR1",,1,,1,,1,,,,,1,,,,,,1,,,,
"LeR",906,1,,,,1,,,1,,1,,,,,1,,,,,1,"LeR1",1,,,1,,1,,,,,1,,,1,1,,,,,,
"LeR",907,,1,,,1,,,1,,1,,,,,,1,,,,1,"LeR5",1,,,1,,1,,,,1,,,1,1,,,,,,,
"LeR",908,1,,,,,,1,,1,1,,,,,,1,,1,,,"LeR5",,1,1,,,1,,,,,1,,,,,,1,,,,
"LeR",909,1,,,,1,,,1,,,1,,,,,1,,,1,,"LeR5",1,,,1,,1,,,,,1,,,1,,,,,,,
"LeR",910,1,,,,,,1,,1,1,,,,,1,,,1,,,"LeR1",,1,1,,,1,,,1,,,,,,,,1,,,,
"LeR",911,1,,,,1,,,1,,,1,,,,,1,,,,1,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",912,,1,,,,1,,,1,1,,,,,,1,1,,,,"LeR5",,1,1,,,1,,,1,,,,1,,,,1,,,,
"LeR",913,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",914,1,,,,,,1,,1,1,," ",,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",915,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LeR",916,1,,,,1,,,1,,1,,,,,1,,,,1,,"LeR5",1,,1,,,1,,,,,1,,,,,,1,,,,
"LeR",917,,1,,,1,,,1,,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",918,,1,,,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",919,,1,,,1,,,1,,1,,,,,1,,,,,1,"LeR1",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",920,1,,,,,,1,1,,1,,,,,,1,,,1,,"LeR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LeR",921,,1,,,,,1,1,,1,,,,,,1,1,,,,"LeR5",1,,,1,,,,1,1,,,,,,,,1,,,,
"LeR",922,,,1,,,,1,,1,,1,,,,,1,,1,,,"LeR5",1,,,1,,1,,,1,,,,1,1,,,,,,,
"LeR",923,1,,,,1,,,1,,1,,,,,,1,1,,,,"LeR1",1,,,1,,1,,,1,,,,,,,,1,,,,
"LeR",924,,1,,,1,,,1,,1,,,,,1,,1,,,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",925,,,1,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",926,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",927,,,1,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,1,,,,,1,,"T"
"LeR",928,,1,,,1,,,1,,1,,,,,1,,,1,,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",929,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,1,,,,1,,,,
"LeR",930,1,,,,,,1,,1,1,,,,,,1,1,,,,"LeR5",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",931,1,,,,1,,,1,,1,,,,,1,,,,,1,"LeR1",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",932,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",933,,,1,,,,1,,1,,1,,,,,1,1,,,,"LeR1",,1,,1,,,,1,1,,,,,,,,1,,,,
"LeR",934,1,,,,,,1,,1,,1,,,,,1,1,,,,"LeR5",,1,,1,,,,1,1,,,,,,,,1,,,,
"LeR",935,,,,1,1,,,1,,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",936,,,1,,1,,,,1,,1,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",937,,1,,,1,,,1,,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,1,,,,,,,,1,,,,
"LeR",938,,1,,,1,,,1,,,1,,,,,1,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",939,,,,1,1,,,,1,,1,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,,,1,,,,,,
"LeR",940,,,1,,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LeR",941,,1,,,1,,,1,,1,,,,,1,,,,,1,"LeR5",1,,1,,,1,,,1,,,,,,,,1,,1,,"T"
"LeR",942,1,,,,1,,,,1,1,,,,,,1,,1,,,"LeR1",,1,1,,,1,,,1,,,,,,,,1,,,,
"LeR",943,1,,,,,,1,1,,,1,,,,1,,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",944,,,1,,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",945,1,,,,1,,,1,,,1,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",946,,1,,,,,1,,1,,1,,,,,1,1,,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",947,1,,,,,,1,,1,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",948,,1,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LeR",949,,1,,,1,,,1,,1,,,,,1,,,1,,,"LeR5",1,,,1,,1,,,,,1,,1,1,,,,,,,
"LeR",950,,1,,,1,,,1,,,1,,,,,1,1,,,,"LeR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LeR",951,1,,,,1,,,1,,,,,,1,1,,,,,1,"LeR1",1,,,1,,1,,,,3,,,,,,,1,,,,
"LeR",952,1,,,,1,,,1,,1,,,,,1,,,1,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",953,1,,,,1,,,,1,,,,,1,1,,,1,,,"LeR1",,1,1,,,1,,,1,,,,1,,,,,,,,
"LeR",954,,1,,,,,1,,1,,,,,1,1,,,,1,,"LeR1",,1,1,,,1,,,,2,,,,1,,,,,,,
"LeR",955,1,,,,,,1,1,,1,,,,,,1,,1,,,"LeR1",,1,1,,,1,,,,1,,,1,,,,,,,,
"LeR",956,,1,,,,,1,1,,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",957,,1,,,1,,,1,,,,,,1,,1,,,1,,"LeR1",1,,1,,,1,,,,3,,,,,1,,1,,,,
"LeR",958,,,1,,,,1,1,,1,,,,,,1,,1,,,"LeR1",1,,,1,,1,,,1,,,,1,,,,,,,,
"LeR",959,,,,1,,,1,1,,,1,,,,,1,,,,1,"LeR1",,1,,,1,1,,,,,2,,1,1,1,,,,,,
"LeR",960,,,,1,,,1,1,,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,,2,,,,,,,1,,,,
"LeR",961,1,,,,1,,,,1,,,,,1,,1,,,,1,"LeR1",1,,1,,,1,,,,3,,,,,,1,,,,,
"LeR",962,,1,,,1,,,1,,1,,,,,,1,,,1,,"LeR1",1,,1,,,1,,,,3,,,1,,,,,,,,
"LeR",963,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",964,,,1,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,,1,,1,,,1,,,,1,,,,,,,,
"LeR",965,,,,1,,,1,,1,,1,,,,1,,,,,1,"LeR5",,1,,1,,1,,,,1,,,1,,,,,,,,
"LeR",966,,1,,,1,,,1,,,,,,1,,1,,,,1,"LeR5",1,,1,,,1,,,,3,,,,,,,1,,,,
"LeR",967,1,,,,,,1,,1,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,1,1,,,,,,
"LeR",968,,1,,,,,1,,1,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",969,,1,,,1,,,1,,1,,,,,,1,,,,1,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",970,,,,1,1,,,1,,,1,,,,1,,,,1,,"LeR5",1,,,1,,1,,,1,,,,1,,,,,,,,
"LeR",971,1,,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,1,,,,,1,,
"LeR",972,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",973,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",974,,,1,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,,1,,1,,,1,,,,1,,,,,,,,
"LeR",975,,,,1,,,1,,1,,1,,,,1,,,,,1,"LeR5",,1,,1,,1,,,,1,,,1,,,,,,,,
"LeR",976,,1,,,1,,,1,,,,,,,,1,,,,1,"LeR5",1,,1,,,1,,,,3,,,,,,,1,,,,
"LeR",977,1,,,,,,1,,1,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,1,,,,1,1,1,,,,,,
"LeR",978,,1,,,,,1,,1,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",979,,1,,,1,,,1,,1,,,,,,1,,,,1,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",980,,,,1,1,,,1,,,1,,,,1,,,,1,,"LeR5",1,,,1,,1,,,1,,,,1,,,,,,,,
"LeR",981,1,,,,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,1,,,,,1,,
"LeR",982,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",983,,,,1,1,,,1,,,,,,1,1,,,,,1,"LeR1",1,,1,,,1,,,,,3,,,1,1,,,,,,
"LeR",984,1,,,,1,,,1,,1,,,,,,1,,,,1,"LeR1",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",985,,1,,,,,1,1,,,1,,,,,1,,1,,,"LeR5",,1,,1,,1,,,,1,,,1,,,,,,,,
"LeR",986,,,1,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,,1,,1,,,,,2,,1,1,,,,,,,
"LeR",987,,,1,,,,1,,1,,,,,1,,1,,,,1,"LeR5",1,,,1,,1,,,,1,,,1,1,,,,,,,
"LeR",988,,1,,,,,1,,1,1,,,,,1,,,1,,,"LeR5",1,,,,1,1,,,1,,,,1,1,,,,,,,
"LeR",989,,,1,,1,,,1,,,1,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,2,,,1,1,,,,,1,,
"LeR",990,1,,,,,,1,,1,,,,,1,1,,,,1,,"LeR5",,1,,,1,1,,,,1,,,1,,,,,,,,
"LeR",991,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,2,,,,,,,1,,,,
"LeR",992,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,1,,
"LeR",993,,1,,,1,,,1,,1,,,,,1,,,,,1,"LeR1",,1,,,1,1,,,1,,,,1,,,,,,,,
"LeR",994,1,,,,1,,,1,,1,,,,,1,,,,1,,"LeR1",1,,,1,,1,,,1,,,,1,1,,,,,,,
"LeR",995,,1,,,,,1,,1,,,,,1,1,,,,1,,"LeR5",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",996,,,1,,,,1,,1,,1,,,,1,,,1,,,"LeR5",,1,,,1,1,,,1,,,,1,1,,,,,,,
"LeR",997,1,,,,,,1,1,,,1,,,,1,,,,1,,"LeR1",,1,,,1,1,,,1,,,,1,1,,,,,,,
"LeR",998,,1,,,1,,,1,,,1,,,,,1,,1,,,"LeR5",1,,1,,,1,,,,2,,,,,,,1,,,,
"LeR",999,,1,,,1,,,1,,,,,,1,1,,,,1,,"LeR1",1,,1,,,1,,,1,,,,,1,,,,,,,
"LeR",1000,,,,1,,,1,,1,,1,,,,1,,,,1,,"LeR5",1,,,1,,1,,,,1,,,1,,,,,,,,
"LeR",1001,,,,1,,,1,,1,,1,,,,1,,,,,1,"LeR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LeR",1002,1,,,,,,1,,1,,,,,1,,1,,,1,,"LeR5",1,,,,1,,,1,1,,,,1,,1,,,,,,
"LeR",1003,,,,1,1,,,1,,,,,,1,,1,,,1,,"LeR5",1,,1,,,1,,,,,3,,,,,,1,,,,
"LeR",1004,,,,1,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,,2,,,1,,,,,,,
"LeR",1005,1,,,,,,1,,1,,,,,1,1,,,1,,,"LeR1",,1,,1,,1,,,1,,,,1,,,,,,,,
"LeR",1006,1,,,,,,1,,1,1,,,,,,1,,,1,,"LeR1",,1,,1,,1,,,1,,,,1,,,,,,,,
"LeR",1007,,,1,,1,,,1,,1,,,,,1,,1,,,,"LeR1",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",1008,,,,1,,,1,,1,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,,,2,,1,,,,,,,,
"LeR",1009,1,,,,,,1,,1,,,,,1,1,,,1,,,"LeR1",,1,1,,,1,,,1,,,,1,,,,,,1,,
"LeR",1010,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,,3,,,,,,,1,,1,,
"LeR",1011,,1,,,,,1,,1,,1,,,,,1,1,,,,"LeR1",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",1012,1,,,,,,1,,1,,,,,1,1,,,,,1,"LeR1",,1,,,1,1,,,1,,,,1,1,,,,,,,
"LeR",1013,1,,,,1,,,1,,,,,,1,,1,,1,,,"LeR5",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",1014,1,,,,,,1,,1,,,,,1,,1,,,1,,"LeR5",1,,1,,,1,,,1,,,,,1,,,,,,,
"LeR",1015,,,,1,1,,,1,,1,,,,,,1,,,1,,"LeR1",1,,1,,,1,,,,,2,,,,,,1,,,,
"LeR",1016,,,,1,1,,,1,,1,,,,,,1,,,1,,"LeR5",1,,1,,,1,,,,,,2,,,,,1,,,,
"LeR",1017,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,,1,,1,,,,,,,,
"LeR",1018,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR1",1,,1,,,1,,,,,2,,,,,,1,,1,,
"LeR",1019,1,,,,1,,,1,,,,,,1,,1,,,1,,"LeR5",,1,,,1,,,1,1,,,,1,1,,,,,,,
"LeR",1020,,,,1,1,,,1,,1,,,,,,1,,1,,,"LeR5",1,,1,,,1,,,,,,1,1,,,,,,,,
"LeR",1021,,,,1,1,,,1,,1,,,,,1,,,,1,,"LeR1",1,,1,,,1,,,,,,3,,1,,,,,,,
"LeR",1022,,,,1,1,,,1,,1,,,,,1,,,1,,,"LeR1",1,,1,,,1,,,,,,2,,,,1,,,,,
"LeR",1023,1,1,,,1,,1,1,1,1,,1,,,,1,,1,,,"LeR2",1,,1,,,1,,,,1,,,1,,1,1,,,,,"P"
"LeR",1024,1,,,,,,1,,1,,,1,,,,1,,,1,,"LeR2",1,,,1,,1,,,,1,,,1,1,,1,,,,,
"LeR",1025,,1,,,1,,,1,,1,,,,,1,1,,1,,,"LeR2",1,,1,,,1,,,,1,,,1,,,,1,,,,"C"
"LeR",1026,,1,,,,,1,,1,1,,,,,1,1,,,1,,"LeR2",1,,1,,,1,,,,,1,,1,,1,,1,,,,"C"
"LeR",1027,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR2",1,1,,1,,1,,,1,,,,1,1,,,,,1,,"T"
"LeR",1028,,1,,,1,,,1,,,1,,,,1,1,,,1,,"LeR2",1,,1,1,,1,,,,1,,,1,1,,,,,,,
"LeR",1029,1,,,,1,,,1,,,,,,1,1,,1,,,,"LeR2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LeR",1030,,1,,,1,,1,1,1,1,,,,,1,,,1,,,"LeR8",1,,1,1,,1,,,,1,,,1,,,,,,,,
"LeR",1031,1,,,,1,,,1,,1,,,,,,1,,,1,,"LeR2",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LeR",1032,1,,,,,,1,,1,,,1,,,,1,,1,,,"LeR8",,1,,1,,1,1,,1,,,,1,1,1,,,1,,,
"LeR",1033,1,,,,1,,1,,1,,1,,,,1,,,,1,,"LeR2",1,,1,,,1,,,,,1,,1,1,,,,1,,,
"LeR",1034,1,,,,,,1,,1,1,,,,,1,,,1,,,"LeR2",1,,1,,,1,,,,1," ",,1,,,,1,,,,
"LeR",1035,1,,,,,,1,,1,1,,1,,,,1,,,1,,"LeR8",1,,1,,,1,,,1,,,,1,,,,,,,,
"LeR",1036,1,,,,1,,,1,,1,,,,,,1,,,1,,"LeR2",1,,1,,,1,,,,1,,,1,,1,,,,,,
"LeR",1037,,,1,,,,1,,1,1,,,,,1,,,1,,,"LeR8",1,,1,1,,1,,,,,1,,1,1,,,,,,,
"LeR",1038,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR2",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LeR",1039,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR2",1,,1,,,1,,,,1,,,1,,1,,,,1,,
"LeR",1040,1,,,,1,,,1,,,,,,1,1,,,1,,,"LeR2",1,,1,,,1,,,,1,,,1,,,,,,,,
"LeR",1041,,1,,,1,,,1,,1,,,,,,1,,1,,,"LeR8",1,,1,,,1,,,,1,,,1,,,1,,,,,
"LeR",1042,,,1,,1,,,1,,1,,,,,1,,,1,,,"LeR8",1,,1,,,1,,,,,1,,1,1,,,,,,,"H"
"LeR",1043,1,,,,1,,,1,,1,,,,,1,,,,1,,"LeR2",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LeR",1044,1,,,,1,,,1,,1,,,,,,1,,1,,,"LeR2",,1,,1,,1,,,,,1,,,1,,,,,,,
