"Carrefour","Réponses","Seul","2 personnes","3-5 personnes","6 personnes et plus","Vert","Clignotant","Rouge","Oui","Non","Trottoir","Chaussée","Terre-plein/refuge/2 temps","Piste cyclable","Ne s'applique pas","Homme","Femme","15-19 ans","20-34 ans","35-64 ans","65 ans et plus","Schéma","Oui","Non","Ligne droite","Diagonale","Autres (préciser)","Trottoir","Terre-plein","Autres",0,"1-5 personnes","Plus de 5 personnes","Plus de 20 personnes","Mouvement tête avant","Mouvement tête pendant","Course (accélaration)","Hésitation","Aucune attention","Dispositif visuel (journal…)","Dispositif auditif (tél, casque…)",,
"LoR",2397,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2398,1,,,,,,1,1,,1,,,,,1,,,,,1,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2399,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2400,,,1,,,,1,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2401,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,,,,,,
"LoR",2402,,1,,,,,1,,1,,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2403,1,,,,1,,,,1,,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,1,,,,,,1,,1,,,,
"LoR",2404,1,,,,1,,,1,,,,,,,1,,1,,,,"LoR5",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2405,,1,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,1,,,,,1,,,,,,
"LoR",2406,,1,,,,,1,,1,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,1,,,,,,
"LoR",2407,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,,,,,,,,,
"LoR",2408,,1,,,,,1,,1,,1,,,,,1,,1,,,"LoR5",,1,,1,,1,,,,1,,,1,1,1,,,,,,
"LoR",2409,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,3,,,,,,,1,,,,
"LoR",2410,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,2,,,1,1,,,,,,,
"LoR",2411,1,,,,1,,,1,,,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,1,,,,,,,,1,,,,
"LoR",2412,1,,,,1,,,1,,,,,,,,1,1,,,,"LoR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2413,,1,,,,,1,,1,1,,,,,1,,,,,1,"LoR5",1,,1,,,1,,,,1,,,1,1,1,1,,,,,
"LoR",2414,,,,1,,,1,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,,,"x",1,,,,,,,,
"LoR",2415,,,,1,,,1,1,,,1,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,2,,1,1,,,,,,,
"LoR",2416,,,1,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,,2,,1,1,,,,,,,
"LoR",2417,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,,,,,1,,,1,,,,,,,,
"LoR",2418,,1,,,,1,,,1,,,,,1,1,,,1,,,"LoR5",,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2419,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2420,1,,,,,,1,1,,,1,,,,1,,,,1,,"LoR5",1,,1,,,1,,,,2,,,1,1,,,,,,,
"LoR",2421,,,,1,1,,,1,,,,,,1,,1,,1,,,"LoR1",1,,1,,,1,,,,,3,,1,1,,,,,,,
"LoR",2422,,,,1,,,1,,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,,2,,,,,,,,,,
"LoR",2423,,,,1,,,1,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,,2,,1,1,,,,,,,
"LoR",2424,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2425,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2426,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2427,1,,,,,1,,,1,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2428,1,,,,1,,,,1,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,1,,,,,,1,,,,1,,
"LoR",2429,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,,,,,1,1,,,
"LoR",2430,1,,,,,,1,,1,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,1,,,,1,,,1,1,,,,
"LoR",2431,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2432,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,1,,
"LoR",2433,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2434,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,,,1,,,,,
"LoR",2435,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2436,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,1,,
"LoR",2437,1,,,,,,1,1,,1,,,,,,1,,,,1,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2438,,1,,,1,,,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2439,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2440,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,,,,1,,,,
"LoR",2441,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR1",1,,,1,,1,,,1,,,,1,,,,1,,,,
"LoR",2442,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2443,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2444,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2445,1,,,,1,,,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,1,,,1,,
"LoR",2446,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2447,1,,,,,,1,,1,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2448,1,,,,,,1,,1,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2449,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2450,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2451,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,1,,1,,,,,
"LoR",2452,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,1,,
"LoR",2453,1,,,,,,1,,1,1,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2454,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2455,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2456,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,1,,,1,,,,
"LoR",2457,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2458,1,,,,1,,,1,,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2459,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2460,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2461,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2462,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2463,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2464,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,,1,,,,,1,,,,
"LoR",2465,,1,,,,,1,,1,1,,,,,,1,,1,,,"LoR1",,1,,1,,1,,,,1,,,1,1,1,,,,,,
"LoR",2466,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,,,,,,
"LoR",2467,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2468,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2469,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,1,,,,,
"LoR",2470,1,,,,,,1,,1,1,,,,,1,,,,1,,"LoR5",1,,,1,,1,,,,1,,,1,1,,,,,,,
"LoR",2471,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR1",1,,,1,,1,,,,1,,,1,1,,,,,,,
"LoR",2472,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2473,1,,,,1,,,1,,1,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2474,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,,1,,1,,,,1,,,,
"LoR",2475,1,,,,,,1,1,,,1,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2476,,1,,,,,1,1,,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2477,,1,,,,,1,1,,1,,,,,,1,1,,,,"LoR1",1,,1,,,1,,,,,1,,1,,,,1,,1,,
"LoR",2478,1,,,,1,,,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,,1,,1,,,,
"LoR",2479,1,,,,1,,,,1,1,,,,,1,,,,1,,"LoR5",,1,1,,,1,,,,,1,,1,1,,,,,1,,
"LoR",2480,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,,,1,,,,,,,,,
"LoR",2481,,1,,,1,,,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,,1,,,,,,,,,
"LoR",2482,,,,1,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,,,1,,,,,1,,1,,
"LoR",2483,,,,1,,,1,1,,1,,,,,1,,1,,,,"LoR1",1,,1,,,1,,,,,,1,,,,,1,,1,,
"LoR",2484,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2485,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,,,1,1,,,,
"LoR",2486,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2487,,1,,,,,1,1,,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2488,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR5",1,,1,,,1,,,,,1,,,,,,1,,,,
"LoR",2489,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,,,,,1,,,,
"LoR",2490,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,1,,,,1,,,,1,,,,
"LoR",2491,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2492,,,,1,,,1,1,,,1,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,,1,,1,,,,1,,,,
"LoR",2493,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2494,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR1",,1,1,,,1,,,,,1,,1,,,,1,,1,,
"LoR",2495,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2496,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,,,,,,,1,,
"LoR",2497,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2498,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR1",,1,,1,,1,,,1,,,,,,,,,,1,,
"LoR",2499,,1,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,,1,,1,,,,1,,,1,1,,,,,,,
"LoR",2500,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2501,,1,,,,,1,,1,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2502,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2503,1,,,,,,1,,1,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2504,,1,,,1,,,1,,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2505,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2506,,1,,,,,1,1,,1,,,,,1,,1,,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2507,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,1,,,,1,,,,1,,,,
"LoR",2508,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2509,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,1,,,,,
"LoR",2510,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2511,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2512,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,,,,1,,,,
"LoR",2513,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2514,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2515,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR5",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2516,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,1,,,1,,,,1,,,,
"LoR",2517,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2518,1,,,,1,,,1,,1,,,,,,1,,,1,,"LoR1",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2519,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR1",1,,,1,,1,,,,1,,,1,,,,1,,,,
"LoR",2520,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR1",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2521,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR5",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2522,,1,,,,,1,1,,1,,,,,1,,,,,1,"LoR5",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2523,1,,,,,,1,,1,1,,,,,,1,,1,,,"LoR5",1,,,,"1 2VITEMENT MOTO",1,,,1,,,,,1,1,,1,,,,
"LoR",2524,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR8",1,,1,,,1,,,1,,,,1,,,,,,,,
"LoR",2525,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2526,1,,,,,,1,,1,1,,,,,1,,,,1,,"LoR8",,1,,1,,1,,,1,,,,1,1,1,,,,,,
"LoR",2527,,,1,,,,1,1,,1,,,,,,1,,,1,,"LoR2",1,,1,,,1,,,,1,,,1,1,,,,1,,,
"LoR",2528,1,,,,,,1,1,,,1,,,,,1,,,,1,"LoR8",,,1,,,1,,,1,,,,1,,,,,,,,
"LoR",2529,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR2",1,,,1,,1,,,,1,,,1,,,,,,,,"Pb bus"
"LoR",2530,,,1,,,,1,1,,1,,,,,1,,,,1,,"LoR8",1,,1,,,1,,,1,,,,,1,,1,,,,,
"LoR",2531,1,,,,1,,,1,,1,,,,,1,,,,1,,"LoR2",1,,,1,,1,,,1,,,,1,,1,,,,,,
"LoR",2532,1,,,,,1,,,1,1,,,,,,1,,1,,,"LoR8",1,,1,,,1,,,,1,,,1,1,1,,,,,,
"LoR",2533,,1,,,,,1,,1,1,,,,,1,,,1,,,"LoR8",1,,1,,,1,,,,1,,,,1,,1,,,,,
"LoR",2534," ",1,,,,,1,,1,,1,,,,,1,,1,,,"LoR2",1,,,1,,,1,,1,,,,1,1,,1,,,,,
"LoR",2535,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,1,,,,1,,,,,,,,
"LoR",2536,1,,,,,,1,,1,1,,,,,,1,1,,,,"LoR8",1,,1,,,1,,,,,1,,,,1,,,,1,,
"LoR",2537,1,,,,,,1,1,,1,,,,,,1,,,,1,"LoR8",,,,1,,1,,,,1,,,,,,,1,,,,
"LoR",2538,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR2",1,,1,,,1,,,1,,,,1,,,,1,,1,,
"LoR",2539,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,,1,,,,,,1,,,,
"LoR",2540,,,1,,,,1,,1,1,,,,,1,,,,1,,"LoR8",1,,,1,,1,,,,1,,,1,1,,,,,,,
"LoR",2541,,1,,,1,,,1,,1,,,,,,1,,1,,,"LoR2",1,,1,,,1,,,,2,,,,1,,,,,,,
"LoR",2542,,,1,,,,1,1,,1,,,,,,1,,1,,,"LoR8",1,,1,,,1,,,,3,,,,,1,,,1,,,
"LoR",2543,,,1,,,,1,,,1,,,,,1,,,,1,,"LoR2",1,,1,,,1,,,,,3,,1,1,,,,,,,
"LoR",2544,,1,,,1,,,,1,1,,,,,,1,,1,,,"LoR2",1,,,1,,1,,,,3,,,,1,1,1,,,,,
"LoR",2545,1,,,,,,1,,1,1,,,,,,1,,,1,,"LoR2",1,,,1,,1,,,1,,,,,,,,1,,,,
"LoR",2546,1,,,,,,1,,,,,1,,,,1,1,,,,"LoR8",1,,,1,,1,,,1,,,,1,1,1,,,,,,
"LoR",2547,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR8",,1,,1,,1,,,,1,,,1,1,1,,,,1,,
"LoR",2548,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR8",1,,1,,,,1,,1,,,,1,1,,1,,1,,,
"LoR",2549,,1,,,1,,,1,,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,2,,,,,,,,1,,,
"LoR",2550,1,,,,1,,,1,,1,,,,,1,,,,,1,"LoR2",1,,1,,,,,,,1,,,1,1,,1,,1,,,
"LoR",2551,,1,,,,,1,1,,1,,,,,,1,1,,,,"LoR8",1,,1,,,1,,,1,,,,,,,,1,,,,
"LoR",2552,,1,,,1,,,1,,1,,,,,1,,,,1,,"LoR2",1,,1,,,1,,,,,2,,,1,,,,,,,
"LoR",2553,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR2",1,,1,,,1,,,,,1,,,,,,1,,,,
"LoR",2554,1,,,,,,1,,1,,1,1,,,,1,,1,,,"LoR2",,1,,1,,,1,,1,,,,1,1,1,1,,,,,
"LoR",2555,1,,,,1,,,1,,1,,,,,,1,,,1,,"LoR8",1,,1,,,,,,1,,,,1,1,,,,,,,
"LoR",2556,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR8",1,,1,,,1,,,,3,,,1,,,,,,,,
"LoR",2557,1,,,,,,1,1,,,,1,,,,1,,,1,,"LoR8",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2558,,1,,,,,1,1,,1,,,,,1,,,,1,,"LoR2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2559,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,,1,,,,,,1,,,,
"LoR",2560,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR2",1,,,1,,1,,,1,,,,1,,,,,1,,,
"LoR",2561,,,1,,,,1,,1,1,,,,,1,,,,1,,"LoR2",1,,1,,,,,,,1,,,1,1,1,1,,,,,
"LoR",2562,,1,,,,,1,1,,1,,,,,1,,,,,1,"LoR8",1,,1,,,1,,,,1,,,1,1,1,,,,,,
"LoR",2563,,1,,,1,,,1,,1,,,,,,1,,,,1,"LoR8",1,,1,,,1,,,1,,,,,1,,,,,,,
"LoR",2564,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR8",1,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2565,,,,1,,,1,1,,1,,,,,,1,,1,,,"LoR8",1,,1,,,1,,,,1,,,,,,,1,,,,
"LoR",2566,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR8",1,,1,,,1,,,,3,,,1,,,,,,,,
"LoR",2567,,1,,,,,1,1,,1,,,,,1,,,,1,,"LoR2",1,,1,,,1,,,,1,,,1,,1,,,,,,
"LoR",2568,,,1,,,,1,1,,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,2,,,1,,,,,,,,
"LoR",2569,1,,,,,,1,,1,,,1,,,1,,,1,,,"LoR8",1,,1,,,1,,,,1,,,,1,,,,,,,
"LoR",2570,1,,,,1,,,1,,1,,,,,,1,,1,,,"LoR2",,1,,1,,,,,1,,,,,1,,,,,,,
"LoR",2571,,,1,,,,1,,1,1,,,,,,1,,,1,,"LoR8",1,,1,,,1,,,1,,,,,,,1,,,1,,
"LoR",2572,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,2,,,,1,,,,,,,
"LoR",2573,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"LoR",2574,1,,,,,,1,,1,,1,1,,,1,,,1,,,"LoR2",1,,1,,,1,1,,1,,,,1,1,,,,,,,
"LoR",2575,,,,1,,,1,1,,1,,,,,1,,,1,,,"LoR8",1,,1,,,1,,,,,2,,,,1,,,1,,,
"LoR",2576,,1,,,1,,,1,,1,,,,,,1,,,,1,"LoR2",1,,1,,,1,,,1,,,,,1,,,,,,,
"LoR",2577,1,,,,,,1,,1,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,1,,,1,1,1,,,,1,,
"LoR",2578,1,,,,1,,1,1,1,,1,1,,,1,,,,1,,"LoR8",1,,1,,,1,1,,1,,,,1,1,,,,,,,
"LoR",2579,,,1,,,,1,,1,1,,,,,,1,,,1,,"LoR8",1,,1,,,1,,,2,,,,1,1,,,,,,,
"LoR",2580,,1,,,,,1,1,,1,,,,,,1,,1,,,"LoR2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2581,,1,,,,,1,,1,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,1,,,,1,,,,,,,,
"LoR",2582,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR8",1,,1,,,1,,,,3,,,1,1,,,,,,,
"LoR",2583,,1,,,,,1,,1,1,,,,,1,,,1,,,"LoR2",1,1,,1,,1,,,1,,,,,1,,,,,,,
"LoR",2584,1,,,,,,1,1,,1,,,,,1,,,1,,,5,1,,1,,,1,,,,1,,,1,1,,,,,1,,
"LoR",2585,1,,,,1,,,,1,1,,,,,,1,,1,,,"LoR8",1,,1,,,1,,,1,,,,1,1,,,,,1,,
"LoR",2586,1,,,,,,1,,1,,1,,,,,1,1,,,,"LoR2",,,,1,,,,1,1,,,,,1,,,,1,1,,
"LoR",2587,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR8",,,1,,,1,,,,,2,,1,1,,,,,,,
"LoR",2588,,,1,,,,1,1,,1,,,,,1,,,,1,,"LoR2",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2589,,1,,,1,,,1,,1,,,,,,1,,1,,,1,1,,1,,,1,,,,1,,,,1,,,,,1,,
"LoR",2590,,1,,,,,1,,1,1,,,,,,1,,1,,,"LoR2",1,,1,,,1,,,,,,,1,1,,,,,,,
"LoR",2591,,1,,,,,1,,1,,1,,,,1,,,,1,,"LoR2",1,,1,,,1,1,,1,,,,1,1,,,,,,,
"LoR",2592,1,,,,,,1,1,,1,,,,,1,,,1,,,"LoR2",1,,1,,,1,,,,3,,,,,,,,,,,
"LoR",2593,1,,,,,,1,1,,1,,,,,,1,,,1,,"LoR2",1,,1,,,1,,,1,,,,1,1,,,,,,,
"LoR",2594,1,,,,,,1,1,,1,,,,,1,,,,1,,"LoR8",,,1,,,1,,,,,1,,1,1,,,,,,,
"LoR",2595,,1,,,,,1,1,,1,,,,,,1,1,,,,"LoR8",1,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2596,1,,,,,,1,1,,1,,,,,,1,,1,,,"LoR2",1,,1,,,1,,,,1,,,1,,,,,,,,
"LoR",2597,,1,,,,,1,1,,1,,,,,1,,,1,,,"LoR2",,,1,,,1,,,,2,,,1,1,,,,,,,
"LoR",2598,1,,,,,,1,1,1,1,,1,,,,1,,1,,,"LoR8",1,,1,,,1,1,,,3,,,1,1,,,,,,,
"LoR",2599,,,1,,,,1,1,,1,,,,,1,,,1,,,"LoR8",,,1,,,1,,,,1,,,1,1,,,,,,,
"LoR",2600,,,1,,,,1,1,,1,,,,,1,,,1,,,"LoR8",1,,1,,,1,,,,1,,,1,,,,,,,,
