time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,21
2,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,22
3,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,23
4,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,23
5,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,24
6,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,25
7,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,26
8,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,27
9,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,28
10,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,29
11,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,30
12,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,31
13,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,32
14,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,33
15,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,34
16,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,35
17,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,36
18,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,37
19,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,38
20,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,39
21,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,40
22,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,40
23,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,41
24,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,42
25,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,43
26,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,43
27,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,44
28,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,45
29,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,46
30,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,47
31,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,48
32,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,49
33,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,50
34,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,51
35,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,52
36,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,52
37,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,53
38,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,54
39,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,55
40,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,55
41,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,56
42,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,57
43,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,58
44,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,59
45,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,60
46,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,61
47,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,62
48,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,63
49,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,64
50,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,65
51,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,65
52,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,66
53,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,67
54,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,68
55,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,69
56,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,70
57,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,71
58,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,72
59,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,73
60,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,74
61,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,75
62,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,76
63,tolbiac-Italie,1,1,1,0,1,0,0,0,4,5,77
64,tolbiac-Italie,1,1,1,0,1,0,0,0,5,6,78
65,tolbiac-Italie,1,1,1,0,1,0,0,0,5,6,79
