time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,SALR,0,1,2,0,0,0,0,0,17,17,22
2,SALR,0,1,2,0,0,0,0,0,14,14,24
3,SALR,0,1,2,0,0,0,0,0,10,10,26
4,SALR,0,1,2,0,0,0,0,0,4,4,27
5,SALR,0,1,2,0,0,0,0,0,5,5,29
6,SALR,0,1,2,0,0,0,0,0,5,5,31
7,SALR,0,1,2,0,0,0,0,0,7,7,33
8,SALR,0,1,2,0,0,0,0,0,6,6,35
9,SALR,0,1,2,0,0,0,0,0,8,8,37
10,SALR,0,1,2,0,0,0,0,0,7,7,38
11,SALR,0,1,2,0,0,0,0,0,8,8,40
12,SALR,0,1,2,0,0,0,0,0,6,6,42
13,SALR,0,1,2,0,0,0,0,0,6,6,44
14,SALR,0,1,2,0,0,0,0,0,7,7,46
15,SALR,0,1,2,0,0,0,0,0,9,9,48
16,SALR,0,1,2,0,0,0,0,0,10,10,50
17,SALR,0,1,2,0,0,0,0,0,9,9,52
18,SALR,0,1,2,0,0,0,0,0,7,7,54
19,SALR,0,1,2,0,0,0,0,0,8,8,56
20,SALR,0,1,2,0,0,0,0,0,7,7,58
21,SALR,0,1,2,0,0,0,0,0,8,8,60
22,SALR,0,1,2,0,0,0,0,0,6,6,62
23,SALR,0,1,2,0,0,0,0,0,9,9,64
24,SALR,0,1,2,0,0,0,0,0,8,8,66
25,SALR,0,1,2,0,0,0,0,0,7,7,68
26,SALR,0,1,2,0,0,0,0,0,4,4,70
27,SALR,0,1,2,0,0,0,0,0,5,5,71
28,SALR,0,1,2,0,0,0,0,0,5,5,73
29,SALR,0,1,2,0,0,0,0,0,6,6,75
30,SALR,0,1,2,0,0,0,0,0,3,3,77
31,SALR,0,1,2,0,0,0,0,0,5,5,79
32,SALR,0,1,2,0,0,0,0,0,5,5,81
33,SALR,0,1,2,0,0,0,0,0,6,6,83
34,SALR,0,1,2,0,0,0,0,0,5,5,85
35,SALR,0,1,2,0,0,0,0,0,5,5,87
36,SALR,0,1,2,0,0,0,0,0,5,5,89
37,SALR,0,1,2,0,0,0,0,0,6,6,91
38,SALR,0,1,2,0,0,0,0,0,5,5,93
39,SALR,0,1,2,0,0,0,0,0,8,8,95
40,SALR,0,1,2,0,0,0,0,0,9,9,97
41,SALR,0,1,2,0,0,0,0,0,9,9,99
42,SALR,0,1,2,0,0,0,0,0,9,9,101
43,SALR,0,1,2,0,0,0,0,0,10,10,103
