time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,SALR,0,1,5,0,0,0,0,0,23,23,24
2,SALR,0,1,5,0,0,0,0,0,19,19,28
3,SALR,0,1,5,0,0,0,0,0,20,20,33
4,SALR,0,1,5,0,0,0,0,0,18,18,38
5,SALR,0,1,5,0,0,0,0,0,16,16,43
6,SALR,0,1,5,0,0,0,0,0,17,17,48
7,SALR,0,1,5,0,0,0,0,0,17,17,53
8,SALR,0,1,5,0,0,0,0,0,19,19,58
9,SALR,0,1,5,0,0,0,0,0,21,21,63
10,SALR,0,1,5,0,0,0,0,0,20,20,67
11,SALR,0,1,5,0,0,0,0,0,22,22,72
12,SALR,0,1,5,0,0,0,0,0,19,19,76
13,SALR,0,1,5,0,0,0,0,0,20,20,81
14,SALR,0,1,5,0,0,0,0,0,14,14,86
15,SALR,0,1,5,0,0,0,0,0,16,16,91
16,SALR,0,1,5,0,0,0,0,0,17,17,96
17,SALR,0,1,5,0,0,0,0,0,19,19,101
18,SALR,0,1,5,0,0,0,0,0,14,14,105
19,SALR,0,1,5,0,0,0,0,0,17,17,110
20,SALR,0,1,5,0,0,0,0,0,16,16,114
21,SALR,0,1,5,0,0,0,0,0,18,18,119
22,SALR,0,1,5,0,0,0,0,0,16,16,122
23,SALR,0,1,5,0,0,0,0,0,18,18,127
24,SALR,0,1,5,0,0,0,0,0,13,13,132
25,SALR,0,1,5,0,0,0,0,0,13,13,135
26,SALR,0,1,5,0,0,0,0,0,14,14,139
27,SALR,0,1,5,0,0,0,0,0,15,15,144
28,SALR,0,1,5,0,0,0,0,0,14,14,148
29,SALR,0,1,5,0,0,0,0,0,14,14,152
30,SALR,0,1,5,0,0,0,0,0,13,13,156
31,SALR,0,1,5,0,0,0,0,0,16,16,161
32,SALR,0,1,5,0,0,0,0,0,12,12,165
33,SALR,0,1,5,0,0,0,0,0,13,13,170
34,SALR,0,1,5,0,0,0,0,0,12,12,175
35,SALR,0,1,5,0,0,0,0,0,16,16,179
36,SALR,0,1,5,0,0,0,0,0,15,15,183
37,SALR,0,1,5,0,0,0,0,0,17,17,188
38,SALR,0,1,5,0,0,0,0,0,16,16,193
39,SALR,0,1,5,0,0,0,0,0,16,16,198
40,SALR,0,1,5,0,0,0,0,0,14,14,203
41,SALR,0,1,5,0,0,0,0,0,16,16,206
42,SALR,0,1,5,0,0,0,0,0,17,17,211
43,SALR,0,1,5,0,0,0,0,0,19,19,216
44,SALR,0,1,5,0,0,0,0,0,15,15,221
45,SALR,0,1,5,0,0,0,0,0,17,17,226
46,SALR,0,1,5,0,0,0,0,0,15,15,230
47,SALR,0,1,5,0,0,0,0,0,19,19,235
48,SALR,0,1,5,0,0,0,0,0,18,18,240
49,SALR,0,1,5,0,0,0,0,0,21,21,245
50,SALR,0,1,5,0,0,0,0,0,19,19,250
51,SALR,0,1,5,0,0,0,0,0,15,15,255
52,SALR,0,1,5,0,0,0,0,0,15,15,260
53,SALR,0,1,5,0,0,0,0,0,20,20,265
54,SALR,0,1,5,0,0,0,0,0,19,19,268
55,SALR,0,1,5,0,0,0,0,0,20,20,273
56,SALR,0,1,5,0,0,0,0,0,21,21,278
57,SALR,0,1,5,0,0,0,0,0,19,19,282
58,SALR,0,1,5,0,0,0,0,0,18,18,287
59,SALR,0,1,5,0,0,0,0,0,21,21,292
60,SALR,0,1,5,0,0,0,0,0,20,20,297
61,SALR,0,1,5,0,0,0,0,0,20,20,302
62,SALR,0,1,5,0,0,0,0,0,14,14,307
63,SALR,0,1,5,0,0,0,0,0,20,20,312
64,SALR,0,1,5,0,0,0,0,0,18,18,316
65,SALR,0,1,5,0,0,0,0,0,23,23,321
66,SALR,0,1,5,0,0,0,0,0,21,21,326
67,SALR,0,1,5,0,0,0,0,0,28,28,331
68,SALR,0,1,5,0,0,0,0,0,25,25,336
69,SALR,0,1,5,0,0,0,0,0,26,26,341
70,SALR,0,1,5,0,0,0,0,0,26,26,346
71,SALR,0,1,5,0,0,0,0,0,25,25,351
72,SALR,0,1,5,0,0,0,0,0,25,25,355
73,SALR,0,1,5,0,0,0,0,0,26,26,359
74,SALR,0,1,5,0,0,0,0,0,22,22,363
75,SALR,0,1,5,0,0,0,0,0,24,24,368
76,SALR,0,1,5,0,0,0,0,0,24,24,372
77,SALR,0,1,5,0,0,0,0,0,23,23,376
78,SALR,0,1,5,0,0,0,0,0,22,22,381
79,SALR,0,1,5,0,0,0,0,0,23,23,386
80,SALR,0,1,5,0,0,0,0,0,24,24,390
81,SALR,0,1,5,0,0,0,0,0,26,26,395
82,SALR,0,1,5,0,0,0,0,0,25,25,400
83,SALR,0,1,5,0,0,0,0,0,26,26,403
84,SALR,0,1,5,0,0,0,0,0,28,28,408
85,SALR,0,1,5,0,0,0,0,0,27,27,413
86,SALR,0,1,5,0,0,0,0,0,27,27,418
87,SALR,0,1,5,0,0,0,0,0,28,28,423
88,SALR,0,1,5,0,0,0,0,0,22,22,428
