time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,19
2,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,19
3,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,20
4,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,21
5,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,22
6,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,23
7,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,24
8,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,25
9,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,26
10,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,26
11,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,27
12,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,28
13,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,29
14,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,30
15,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,31
16,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,32
17,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,33
18,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,34
19,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,35
20,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,36
21,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,37
22,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,37
23,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,38
24,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,39
25,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,40
26,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,41
27,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,42
28,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,43
29,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,44
30,tolbiac-Italie,1,1,1,0,0,0,0,0,7,7,45
31,tolbiac-Italie,1,1,1,0,0,0,0,0,7,7,46
32,tolbiac-Italie,1,1,1,0,0,0,0,0,8,8,47
33,tolbiac-Italie,1,1,1,0,0,0,0,0,9,9,48
34,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,49
35,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,50
36,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,51
37,tolbiac-Italie,1,1,1,0,0,0,0,0,6,6,52
38,tolbiac-Italie,1,2,1,0,0,0,0,0,6,6,53
39,tolbiac-Italie,1,4,1,0,0,0,0,0,5,5,53
40,tolbiac-Italie,1,4,1,0,0,0,0,0,6,6,54
41,tolbiac-Italie,1,22,1,0,0,0,0,0,4,4,54
42,tolbiac-Italie,1,63,1,0,0,0,0,0,4,4,54
43,tolbiac-Italie,1,73,1,0,0,0,0,0,4,4,54
44,tolbiac-Italie,1,73,1,0,0,0,0,0,3,3,54
45,tolbiac-Italie,1,48,1,0,0,0,0,0,3,3,54
46,tolbiac-Italie,1,55,1,0,0,0,1,0,3,4,54
47,tolbiac-Italie,1,55,1,0,0,0,1,0,3,4,54
48,tolbiac-Italie,1,55,1,0,0,0,1,0,2,3,54
49,tolbiac-Italie,1,55,1,0,0,0,1,0,2,3,54
50,tolbiac-Italie,1,55,1,0,0,0,1,0,2,3,54
51,tolbiac-Italie,1,55,1,0,0,0,1,0,2,3,54
52,tolbiac-Italie,1,55,1,0,0,0,0,1,2,3,54
53,tolbiac-Italie,1,55,1,0,0,0,1,0,1,2,54
54,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,54
55,tolbiac-Italie,1,55,1,0,0,0,0,1,2,3,55
56,tolbiac-Italie,1,55,1,0,0,0,0,1,2,3,55
57,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,55
58,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,55
59,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,55
60,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,55
61,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,55
62,tolbiac-Italie,1,55,1,0,0,0,0,1,1,2,55
63,tolbiac-Italie,1,55,1,0,3,0,0,1,1,5,55
64,tolbiac-Italie,1,55,1,0,4,0,0,1,1,6,55
65,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
66,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
67,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
68,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
69,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
70,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
71,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
72,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
73,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
74,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
75,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
76,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
77,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
78,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
79,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
80,tolbiac-Italie,1,55,1,0,4,0,0,1,0,5,55
