time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,tolbiac-Italie,1,1,1,0,0,0,0,0,5,5,18
2,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,19
3,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,20
4,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,21
5,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,22
6,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,22
7,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,23
8,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,24
9,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,25
10,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,26
11,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,27
12,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,28
13,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,29
14,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,30
15,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,31
16,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,32
17,tolbiac-Italie,1,1,1,0,0,0,0,0,4,4,33
18,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,34
19,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,35
20,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,36
21,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,37
22,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,38
23,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,39
24,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,40
25,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,40
26,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,41
27,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,42
28,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,43
29,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,44
30,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,45
31,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,46
32,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,47
33,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,48
34,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,49
35,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,50
36,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,51
37,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,52
38,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,53
39,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,54
40,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,55
41,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,56
42,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,57
43,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,58
44,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,59
45,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,60
46,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,61
47,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,62
48,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,63
49,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,64
50,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,65
51,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,66
52,tolbiac-Italie,1,1,1,0,0,0,0,0,1,1,67
53,tolbiac-Italie,1,1,1,0,0,0,0,0,2,2,68
54,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,69
55,tolbiac-Italie,1,1,1,0,0,0,0,0,3,3,70
56,tolbiac-Italie,1,1,1,0,0,0,1,0,4,5,71
57,tolbiac-Italie,1,1,1,0,0,0,1,0,4,5,72
58,tolbiac-Italie,1,1,1,0,0,0,1,0,5,6,73
59,tolbiac-Italie,1,1,1,0,0,0,1,0,4,5,74
60,tolbiac-Italie,1,1,1,0,0,0,1,0,5,6,75
61,tolbiac-Italie,1,1,1,0,0,0,1,0,6,7,76
62,tolbiac-Italie,1,1,1,0,0,0,1,0,6,7,77
63,tolbiac-Italie,1,1,1,0,5,0,0,0,5,10,78
64,tolbiac-Italie,1,1,1,0,5,0,0,0,4,9,79
65,tolbiac-Italie,1,1,1,0,5,0,0,0,3,8,80
66,tolbiac-Italie,1,1,1,0,4,1,0,0,3,8,81
