time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,SALR,1,5,1,0,0,0,0,0,14,14,19
2,SALR,1,5,1,0,0,0,0,0,10,10,19
3,SALR,1,5,1,0,0,0,0,0,4,4,19
4,SALR,1,5,1,0,0,0,0,0,4,4,19
5,SALR,1,5,1,0,0,0,0,0,5,5,20
6,SALR,1,5,1,0,0,0,0,0,3,3,20
7,SALR,1,5,1,0,0,0,0,0,3,3,20
8,SALR,1,5,1,0,0,0,0,0,2,2,20
9,SALR,1,5,1,0,0,0,0,0,1,1,20
10,SALR,1,5,1,0,0,0,0,0,1,1,21
11,SALR,1,5,1,0,0,0,0,0,1,1,21
12,SALR,1,5,1,0,0,0,0,0,1,1,21
13,SALR,1,5,1,0,0,0,0,0,1,1,21
14,SALR,1,5,1,0,0,0,0,0,1,1,21
15,SALR,1,5,1,0,0,0,0,0,2,2,22
16,SALR,1,5,1,0,0,0,0,0,1,1,22
17,SALR,1,5,1,0,0,0,0,0,1,1,22
18,SALR,1,5,1,0,0,0,0,0,1,1,22
19,SALR,1,5,1,0,0,0,0,0,1,1,22
20,SALR,1,5,1,0,0,0,0,0,2,2,23
21,SALR,1,5,1,0,0,0,0,0,1,1,23
22,SALR,1,5,1,0,0,0,0,0,1,1,23
23,SALR,1,5,1,0,0,0,0,0,0,0,23
24,SALR,1,5,1,0,0,0,0,0,0,0,23
25,SALR,1,5,1,0,0,0,0,0,1,1,24
26,SALR,1,5,1,0,0,0,0,0,0,0,24
27,SALR,1,5,1,0,0,0,0,0,0,0,24
28,SALR,1,5,1,0,0,0,0,0,0,0,24
29,SALR,1,5,1,0,0,0,0,0,0,0,24
30,SALR,1,5,1,0,0,0,0,0,1,1,25
31,SALR,1,5,1,0,0,0,0,0,1,1,25
32,SALR,1,5,1,0,0,0,0,0,1,1,25
33,SALR,1,5,1,0,0,0,0,0,1,1,25
34,SALR,1,5,1,0,0,0,0,0,1,1,25
35,SALR,1,5,1,0,0,0,0,0,2,2,26
36,SALR,1,5,1,0,0,0,0,0,2,2,26
37,SALR,1,5,1,0,0,0,0,0,1,1,26
38,SALR,1,5,1,0,0,0,0,0,1,1,26
39,SALR,1,5,1,0,0,0,0,0,0,0,25
40,SALR,1,5,1,0,0,0,0,0,1,1,26
41,SALR,1,5,1,0,0,0,0,0,1,1,26
42,SALR,1,5,1,0,0,0,0,0,0,0,26
43,SALR,1,5,1,0,0,0,0,0,0,0,26
44,SALR,1,5,1,0,0,0,0,0,0,0,26
45,SALR,1,5,1,0,0,0,0,0,1,1,27
46,SALR,1,5,1,0,0,0,0,0,1,1,27
47,SALR,1,5,1,0,0,0,0,0,1,1,27
48,SALR,1,5,1,0,0,0,0,0,1,1,27
49,SALR,1,5,1,0,0,0,0,0,1,1,27
50,SALR,1,5,1,0,0,0,0,0,3,3,28
51,SALR,1,5,1,0,0,0,0,0,3,3,28
52,SALR,1,5,1,0,0,0,0,0,2,2,28
53,SALR,1,5,1,0,0,0,0,0,1,1,28
54,SALR,1,5,1,0,0,0,0,0,0,0,28
55,SALR,1,5,1,0,0,0,0,0,1,1,29
56,SALR,1,5,1,0,0,0,0,0,1,1,29
57,SALR,1,5,1,0,0,0,0,0,1,1,29
58,SALR,1,5,1,0,0,0,0,0,1,1,29
59,SALR,1,5,1,0,0,0,0,0,1,1,29
60,SALR,1,5,1,0,0,0,0,0,3,3,30
61,SALR,1,5,1,0,0,0,0,0,1,1,29
62,SALR,1,5,1,0,0,0,0,0,0,0,29
63,SALR,1,5,1,0,0,0,0,0,0,0,29
64,SALR,1,5,1,0,0,0,0,0,0,0,29
65,SALR,1,5,1,0,0,0,0,0,1,1,30
66,SALR,1,5,1,0,0,0,0,0,1,1,30
67,SALR,1,5,1,0,0,0,0,0,1,1,30
68,SALR,1,5,1,0,0,0,0,0,1,1,30
69,SALR,1,5,1,0,0,0,0,0,0,0,30
70,SALR,1,5,1,0,0,0,0,0,1,1,31
71,SALR,1,5,1,0,0,0,0,0,1,1,31
72,SALR,1,5,1,0,0,0,0,0,0,0,31
73,SALR,1,5,1,0,0,0,0,0,0,0,31
74,SALR,1,5,1,0,0,0,0,0,0,0,31
75,SALR,1,5,1,0,1,0,0,0,1,2,32
76,SALR,1,5,1,0,2,0,0,0,0,2,31
77,SALR,1,5,1,0,2,0,0,0,0,2,31
78,SALR,1,5,1,0,2,0,0,0,0,2,31
79,SALR,1,5,1,0,2,0,0,0,0,2,31
80,SALR,1,5,1,0,2,0,0,0,1,3,32
81,SALR,1,5,1,0,2,0,0,0,1,3,32
82,SALR,1,5,1,0,2,0,0,0,1,3,32
83,SALR,1,5,1,0,2,0,0,0,1,3,32
84,SALR,1,5,1,0,2,0,0,0,0,2,32
85,SALR,1,5,1,0,1,1,0,0,1,3,33
86,SALR,1,5,1,0,1,1,0,0,1,3,33
87,SALR,1,5,1,0,1,1,0,0,0,2,33
88,SALR,1,5,1,0,1,1,0,0,0,2,33
89,SALR,1,5,1,0,1,1,0,0,0,2,33
90,SALR,1,5,1,0,2,1,0,0,1,4,34
91,SALR,1,5,1,0,2,1,0,0,1,4,34
92,SALR,1,5,1,0,2,0,0,0,2,4,34
93,SALR,1,5,1,0,0,0,2,0,2,4,34
94,SALR,1,5,1,0,0,0,2,0,2,4,34
95,SALR,1,5,1,0,0,0,2,0,3,5,35
96,SALR,1,5,1,0,0,0,2,0,3,5,35
97,SALR,1,5,1,0,0,0,2,0,2,4,35
98,SALR,1,5,1,0,0,0,2,0,2,4,35
99,SALR,1,5,1,0,0,0,2,0,2,4,35
100,SALR,1,5,1,0,0,0,2,0,3,5,36
101,SALR,1,5,1,0,0,0,0,2,2,4,36
102,SALR,1,5,1,0,0,0,0,2,1,3,36
103,SALR,1,5,1,0,0,0,0,2,1,3,36
104,SALR,1,5,1,0,0,0,0,2,1,3,36
105,SALR,1,5,1,0,0,0,0,2,2,4,37
106,SALR,1,5,1,0,0,0,0,2,2,4,37
107,SALR,1,5,1,0,0,0,0,2,1,3,37
108,SALR,1,5,1,0,0,0,0,1,2,3,37
109,SALR,1,5,1,0,0,0,0,1,2,3,37
110,SALR,1,5,1,0,0,0,0,1,3,4,38
111,SALR,1,5,1,0,0,0,0,1,3,4,38
112,SALR,1,5,1,0,0,0,0,1,2,3,38
113,SALR,1,5,1,0,0,0,0,1,2,3,38
114,SALR,1,5,1,0,0,0,0,1,2,3,38
115,SALR,1,5,1,0,0,0,0,1,3,4,39
116,SALR,1,5,1,0,0,0,0,1,3,4,39
117,SALR,1,5,1,0,0,0,0,1,3,4,39
118,SALR,1,5,1,0,0,0,0,1,3,4,39
119,SALR,1,5,1,0,0,0,0,1,2,3,39
120,SALR,1,5,1,0,0,0,0,0,4,4,40
121,SALR,1,5,1,0,0,0,0,0,5,5,40
122,SALR,1,5,1,0,0,0,0,0,3,3,39
123,SALR,1,5,1,0,0,0,0,0,3,3,39
124,SALR,1,5,1,0,0,0,0,0,3,3,39
125,SALR,1,5,1,0,0,0,0,0,4,4,40
126,SALR,1,5,1,0,0,0,0,0,4,4,40
127,SALR,1,5,1,0,0,0,0,0,4,4,40
128,SALR,1,5,1,0,0,0,0,0,4,4,40
129,SALR,1,5,1,0,0,0,0,0,4,4,40
130,SALR,1,5,1,0,0,0,0,0,5,5,41
131,SALR,1,5,1,0,0,0,0,0,5,5,41
132,SALR,1,5,1,0,0,0,0,0,5,5,41
133,SALR,1,5,1,0,0,0,0,0,3,3,41
134,SALR,1,5,1,0,0,0,0,0,3,3,41
135,SALR,1,5,1,0,0,0,0,0,4,4,42
136,SALR,1,5,1,0,0,0,0,0,4,4,42
137,SALR,1,5,1,0,0,0,0,0,5,5,42
138,SALR,1,5,1,0,0,0,0,0,4,4,41
139,SALR,1,5,1,0,2,0,0,0,3,5,41
140,SALR,1,5,1,0,2,0,0,0,4,6,42
141,SALR,1,5,1,0,2,0,0,0,3,5,42
142,SALR,1,5,1,0,2,0,0,0,2,4,42
143,SALR,1,5,1,0,2,0,0,0,2,4,42
144,SALR,1,5,1,0,2,0,0,0,2,4,42
145,SALR,1,5,1,0,2,0,0,0,3,5,43
146,SALR,1,5,1,0,2,0,0,0,3,5,43
147,SALR,1,5,1,0,2,0,0,0,2,4,43
148,SALR,1,5,1,0,2,0,0,0,2,4,43
149,SALR,1,5,1,0,2,0,0,0,2,4,43
150,SALR,1,5,1,0,2,0,0,0,4,6,44
151,SALR,1,5,1,0,2,0,0,0,3,5,43
152,SALR,1,5,1,0,2,0,0,0,3,5,43
153,SALR,1,5,1,0,2,0,0,0,3,5,43
154,SALR,1,5,1,0,2,0,0,0,3,5,43
155,SALR,1,5,1,0,2,0,0,0,4,6,44
156,SALR,1,5,1,0,2,0,0,0,4,6,44
157,SALR,1,5,1,0,2,0,0,0,4,6,44
158,SALR,1,5,1,0,2,0,0,0,3,5,44
159,SALR,1,5,1,0,2,0,0,0,3,5,44
160,SALR,1,5,1,0,2,0,0,0,4,6,45
161,SALR,1,5,1,0,1,1,0,0,3,5,45
162,SALR,1,5,1,0,2,0,0,0,3,5,45
163,SALR,1,5,1,0,1,0,1,0,3,5,45
164,SALR,1,5,1,0,2,1,1,0,2,6,45
165,SALR,1,5,1,0,2,1,0,1,2,6,46
166,SALR,1,5,1,0,2,1,1,0,1,5,46
167,SALR,1,5,1,0,2,1,1,0,1,5,46
168,SALR,1,5,1,0,2,1,0,1,1,5,46
169,SALR,1,5,1,0,2,1,0,1,1,5,46
170,SALR,1,5,1,0,0,0,3,1,2,6,47
171,SALR,1,5,1,0,0,0,3,1,1,5,47
172,SALR,1,5,1,0,0,0,2,2,1,5,47
173,SALR,1,5,1,0,0,0,2,2,1,5,47
174,SALR,1,5,1,0,0,0,2,2,1,5,47
175,SALR,1,5,1,0,0,0,3,1,2,6,48
176,SALR,1,5,1,0,0,0,3,1,3,7,48
177,SALR,1,5,1,0,0,0,3,1,2,6,47
178,SALR,1,5,1,0,0,0,3,1,1,5,47
179,SALR,1,5,1,0,0,0,4,0,1,5,47
180,SALR,1,5,1,0,0,0,3,1,2,6,48
181,SALR,1,5,1,0,0,0,3,1,2,6,48
