time,imgId,pzebra,pizeb,pSpeed,pNb,A,B,C,D,E,notOnSidewalk,total
1,Faure-Convention,1,1,1,0,0,0,0,0,7,7,21
2,Faure-Convention,1,1,1,0,0,0,0,0,6,6,22
3,Faure-Convention,1,1,1,0,0,0,0,0,7,7,23
4,Faure-Convention,1,1,1,0,0,0,0,0,8,8,24
5,Faure-Convention,1,1,1,0,0,0,0,0,8,8,25
6,Faure-Convention,1,1,1,0,0,0,0,0,8,8,26
7,Faure-Convention,1,1,1,0,0,0,0,0,7,7,27
8,Faure-Convention,1,1,1,0,0,0,0,0,6,6,27
9,Faure-Convention,1,1,1,0,0,0,0,0,6,6,28
10,Faure-Convention,1,1,1,0,0,0,0,0,6,6,29
11,Faure-Convention,1,1,1,0,0,0,0,0,6,6,30
12,Faure-Convention,1,1,1,0,0,0,0,0,5,5,31
13,Faure-Convention,1,1,1,0,0,0,0,0,6,6,32
14,Faure-Convention,1,1,1,0,0,0,0,0,3,3,33
15,Faure-Convention,1,1,1,0,0,0,0,0,5,5,34
16,Faure-Convention,1,1,1,0,0,0,0,0,3,3,35
17,Faure-Convention,1,1,1,0,0,0,0,0,5,5,36
18,Faure-Convention,1,1,1,0,0,0,0,0,4,4,37
19,Faure-Convention,1,1,1,0,0,0,0,0,5,5,38
20,Faure-Convention,1,1,1,0,0,0,0,0,3,3,39
21,Faure-Convention,1,1,1,0,0,0,0,0,5,5,40
22,Faure-Convention,1,1,1,0,0,0,0,0,4,4,41
23,Faure-Convention,1,1,1,0,0,0,0,0,5,5,42
24,Faure-Convention,1,1,1,0,0,0,0,0,4,4,43
25,Faure-Convention,1,1,1,0,0,0,0,0,4,4,44
26,Faure-Convention,1,1,1,0,0,0,0,0,3,3,45
27,Faure-Convention,1,1,1,0,0,0,0,0,4,4,46
28,Faure-Convention,1,1,1,0,0,0,0,0,3,3,47
29,Faure-Convention,1,1,1,0,0,0,0,0,4,4,48
30,Faure-Convention,1,1,1,0,0,0,0,0,2,2,49
31,Faure-Convention,1,1,1,0,0,0,0,0,3,3,50
32,Faure-Convention,1,1,1,0,0,0,0,0,3,3,51
33,Faure-Convention,1,1,1,0,0,0,0,0,4,4,52
34,Faure-Convention,1,1,1,0,0,0,0,0,4,4,53
35,Faure-Convention,1,1,1,0,0,0,0,0,4,4,54
36,Faure-Convention,1,1,1,0,0,0,0,0,4,4,55
37,Faure-Convention,1,1,1,0,0,0,0,0,3,3,56
38,Faure-Convention,1,1,1,0,0,0,0,0,3,3,57
39,Faure-Convention,1,1,1,0,0,0,0,0,3,3,58
40,Faure-Convention,1,1,1,0,0,0,0,0,4,4,59
41,Faure-Convention,1,1,1,0,0,0,0,0,5,5,60
42,Faure-Convention,1,1,1,0,0,0,0,0,5,5,61
43,Faure-Convention,1,1,1,0,0,0,0,0,6,6,62
44,Faure-Convention,1,1,1,0,0,0,0,0,5,5,63
45,Faure-Convention,1,1,1,0,0,0,0,0,6,6,64
46,Faure-Convention,1,1,1,0,0,0,0,0,4,4,65
47,Faure-Convention,1,1,1,0,1,0,0,0,3,4,66
48,Faure-Convention,1,1,1,0,1,0,0,0,3,4,67
49,Faure-Convention,1,1,1,0,1,0,0,0,3,4,68
50,Faure-Convention,1,1,1,0,1,0,0,0,3,4,69
51,Faure-Convention,1,1,1,0,1,0,0,0,3,4,70
52,Faure-Convention,1,1,1,0,0,1,0,0,3,4,71
53,Faure-Convention,1,1,1,0,0,0,0,0,3,3,72
